TextID,Sentence
39,"Земля шла к ней, и Маргариту уже обдавало запахом зеленеющих лесов."
39,"Маргарита летела над самыми туманами росистого луга, потом над прудом."
39,"Под Маргаритой хором пели лягушки, а где-то вдали, почему-то очень волнуя сердце, шумел поезд."
13,"Ее розовые руки благодатно плавали над столом, без шума перемещая посуду; казалось, что эти пышные руки, с пальцами, подобными сосискам, обладают силою магнита: стоит им протянуться к сахарнице или молочнику, и вещи эти уже сами дрессированно подвигаются к мягким пальцам."
13,"Самовар улыбался медной, понимающей улыбкой, и все в комнате как бы тянулось к телу женщины, ожидало ее мягких прикосновений."
13,"Было нечто несоединимое, подавляюще и даже фантастически странное в том, что при этой женщине, в этой комнате, насыщенной запахом герани и съестного, пренебрежительно и усмешливо звучат слова:

— Материалисты утверждают, что психика суть свойство организованной материи, мысль — химическая реакция."
13,"Но — ведь это только терминологически отличается от гилозоизма, от одушевления материи, — говорил Томилин, дирижируя рукою с пряником в ней."
13,— Из всех недопустимых опрощений материализм — самое уродливое.
56,"Действительно, в нижнем этаже пылавшего флигеля кричала забытая старуха, восьмидесятилетняя родственница купца, хозяина горевшего дома."
56,"Но ее не забыли, а она сама воротилась в горевший дом, пока было можно, с безумною целью вытащить из угловой каморки, еще уцелевшей, свою перину."
56,"Задыхаясь в дыму и крича от жару, потому что загорелась и каморка, она все-таки изо всех сил старалась просунуть сквозь выбитое в раме стекло дряхлыми руками свою перину."
56,Лембке бросился к ней на помощь.
56,"Все видели, как он подбежал к окну, ухватился за угол перины и изо всех сил стал дергать ее из окна."
29,"Тот отступил на шаг и, откидываясь и падая вперед, описывая молотом круг, стал бить, — каленые брызги летели в стены."
29,"Кондратий кивнул среднему брату: «А ну, Степа…» Тот с молотом поменьше встал с другой стороны; и пошел у них стук, как в пасхальный перезвон, — старший бухал молотом один раз, Степа угождал два раза, Кондратий, поворачивая железо и так и сяк, наигрывал молотком."
29,"«Стой!» — прикрикнул он и бросил скованную ось на земляной пол. «Ванюша, поддай жару…»

— Вот он мне, значит, и говорит, — вытерев пот тылом ладони, продолжал кузнец: «Слышал ли ты, Кондратий Воробьев, про тульского кузнеца Никиту Демидова?"
29,"У него сегодня на Урале и заводы свои, и рудники свои, и мужики к нему приписаны, и хоромы у него богаче моих, а ведь начал вроде тебя с пустяков… Пора бы и тебе подумать о большом деле, не век у проезжей дороги лошадей ковать… Денег нет на устройство, — хоть и у меня туго с деньжонками, — дам."
29,"Ставь оружейный завод в Москве, а лучше — ставь в Петербурге… Там — рай…» И так он мне все хорошо рассказал, — смотрю — смущает меня, смущает… Ох, отвечаю ему, ваше величество, Петр Алексеевич, живем мы у проезжей дороги знатно как весело… Родитель наш говаривал: «Блин — не клин, брюхо не расколет, — ешь сытно, спи крепко, работай дружно…» По его завету мы и поступаем… Всего у нас вдоволь."
1,"Но Пьер не знал этого; он, весь поглощенный предстоящим, мучился, как мучаются люди, упрямо предпринявшие дело невозможное – не по трудностям, но по несвойственности дела с своей природой; он мучился страхом того, что он ослабеет в решительную минуту и, вследствие того, потеряет уважение к себе."
1,"Он хотя ничего не видел и не слышал вокруг себя, но инстинктом соображал дорогу и не ошибался переулками, выводившими его на Поварскую."
1,"По мере того как Пьер приближался к Поварской, дым становился сильнее и сильнее, становилось даже тепло от огня пожара."
1,Изредка взвивались огненные языки из-за крыш домов.
1,"Больше народу встречалось на улицах, и народ этот был тревожнее."
65,"125

Исполнен, отваги, закутан плащом… – неточная цитата из стихотворения А. С, Пушкина «Я здесь, Инезилья…»."
65,"126

Вы появляетесь так же редко, как ясный день (фр.)



127

Я в восторге (фр.)



128

В тесном кругу (фр.)



129

Послушайте… мне нужно сказать вам словечко (фр.)



130

Пойдемте (фр.)



131

Поздравляю вас (фр.)



132

Кстати (фр.)



133

Труссо Арман (1801–1867) – французский врач, известный своими лекциями и трудами."
65,"134

…в какой-нибудь Кope… о которой имею понятие по тургеневскому «Дыму»."
65,"– «Мамзель Кора… парижская… знаменитость», «пребезобразная», «рыжая и курносая женщина», «урод» – так характеризуется она в романе И. С. Тургенева «Дым», гл. XVIII."
65,"135

Возлюбленный (фр.)



136

Стучат!"
52,"В шесть часов, сильно накренившись, он вышел из строя."
52,Вид у него в это время был ужасный.
52,"С массою пробоин в бортах, с разрушенными верхними надстройками, он весь окутался черным дымом."
52,"Из проломов, из кучи разбитых частей вырывались фонтаны огня."
52,"Казалось, что огонь вот-вот доберется до бомбовых погребов и крюйт-камер и корабль взлетит на воздух."
16,"Ему приходилось особенно тяжело, – как было не сжалиться?"
16,"28-го числа, из-за того, что начальство, раздраженное его нападками, не давало ему свидания с женой, он начал голодовку: голодовка была еще тогда в России новинкой, а экспонент попался нерасторопный."
16,"Караульные заметили, что он чахнет, но пища как будто съедается… Когда же дня через четыре, пораженные тухлым запахом в камере, сторожа ее обыскали, то выяснилось, что твердая пища пряталась между книг, а щи выливались в щели."
16,"В воскресение, 3 февраля, во втором часу дня, врач при крепости, осмотрев арестанта, нашел, что он бледен, язык довольно чистый, пульс несколько слабее, – и в этот же день, в этот же час Некрасов, проездом на извозчике от гостиницы Демута к себе домой, на угол Литейной и Бассейной, потерял сверток, в котором находились две прошнурованные по углам рукописи с заглавием «Что делать?»."
16,"Припомнив с точностью отчаяния весь свой маршрут, он не припомнил того, что, подъезжая к дому, положил сверток рядом с собой, чтобы достать кошелек, – а тут как раз сани сворачивали… скрежетание относа… и «Что делать?» незаметно скатилось: вот это и была попытка тайной силы – в данном случае центробежной – конфисковать книгу, счастливая судьба которой должна была так гибельно отразиться на судьбе ее автора."
13,Мы туда уже послали человека.
13,"Ну, ладно!"
13,"Пояркова искать вам не надо, а поезжайте вы… — Он сообщал адрес, и через некоторое время Самгин сидел в доме Российского страхового общества, против манежа, в квартире, где, почему-то, воздух был пропитан запахом керосина."
13,"На письменном столе лежал бикфордов шнур, в соседней комнате носатый брюнет рассказывал каким-то кавказцам о японской шимозе, а человек с красивым, но неподвижным лицом, похожий на расстриженного попа, прочитав записку Гогина, командовал:

— Поезжайте на Самотеку… Спросите товарища Чорта."
13,"Самгин шел к товарищу Чорту, мысленно усмехаясь:

«Чорт!"
68,"Это недавно Верочка рассказывала, а ты за свое выдаешь!"
68,"Та помнит кое-что, и то мало, чуть-чуть…

— Вот теперь как я рисую!"
68,"— сказала Марфинька, показывая нарисованный букет цветов."
68,"— Это очень хорошо — браво, сестрица!"
68,с натуры?
58,Остальной народ был уже весь по местам.
58,"Запоздавшие пассажиры, торопясь, стучали по доскам платформы, кондуктора захлопывали дверцы и приглашали едущих садиться, а провожающих выходить."
58,Нехлюдов вошел в накаленный солнцем жаркий и вонючий вагон и тотчас же вышел на тормоз.
58,"Наталья Ивановна стояла против вагона в своей модной шляпе и накидке рядом с Аграфеной Петровной и, очевидно, искала предмета разговора и не находила."
58,"Нельзя даже было сказать «Ecrivez»,[71 - Пишите (фр.).]"
59,"И часто неожиданно, в глухом, забытом захолустье, на безлюдье безлюдном, встретишь человека, которого греющая беседа заставит позабыть тебя и бездорожье дороги, и бесприютность ночлегов, и современный свет, полный глупостей людских, обманов, обманывающих человека."
59,"И живо потом навсегда и навеки останется проведенный таким образом вечер, и все, что тогда случилось и было, удержит верная память: и кто соприсутствовал, и кто на каком месте стоял, и что было в руках его, — стены, углы и всякую безделушку."
59,"Так и Чичикову заметилось все в тот вечер: и эта малая, неприхотливо убранная комнатка, и добродушное выраженье, воцарившееся в лице хозяина, и поданная Платонову трубка с янтарным мундштуком, и дым, который он стал пускать в толстую морду Ярбу, и фырканье Ярба, и смех миловидной хозяйки, прерываемый словами: «Полно, не мучь его», — и веселые свечки, и сверчок в углу, и стеклянная дверь, и весенняя ночь, которая оттоле на них глядела, облокотясь на вершины дерев, из чащи которых высвистывали весенние соловьи."
59,"— Сладки мне ваши речи, досточтимый мною Константин Федорович, — произнес Чичиков."
59,"— Могу сказать, что не встречал во всей России человека, подобного вам по уму."
27,"Этому учили модные писатели, возникавшие за один сезон из небытия."
27,"Люди выдумывали на себя пороки и извращения, лишь бы не прослыть пресными."
27,"Вдыхать запах могилы и чувствовать, как рядом вздрагивает, разгоряченное дьявольским любопытством, тело женщины, – вот в чем был пафос поэзии этих последних лет: смерть и сладострастие."
27,Таков был Петербург в 1914 году.
27,"Замученный бессонными ночами, оглушающий тоску свою вином, золотом, безлюбой любовью, надрывающими и бессильно-чувственными звуками танго, – предсмертного гимна, – он жил словно в ожидании рокового и страшного дня."
52,"— Да, бесповоротно, — ответил я.

Эскадра вытянулась на пять миль."
52,Из многочисленных труб выбрасывались густые черные клубы дыма.
52,"И этот дым, отставая, висел над океаном, как грозовая туча."
52,"— Посмотришь — силищу какую представляем мы, — продолжал боцман."
52,"— Да, если не разбираться по существу."
55,"Ставни в домах закрыты; на улицах безлюдно; даже телята, с утра праздно скитавшиеся по проулкам, скочевали к речке, попрятались в густой тени белотала и верб."
55,А Давыдов и Шалый все еще сидели на солнцепеке.
55,"— Пойдем в кузню, в холодок, а то я к такому солнцу непривычный, — вытирая пот с лица и лысины, не выдержав жары, сказал Шалый."
55,"— Старый кузнец — все одно как старая барыня: не любители они солнышка, всю свою живуху в холодке — всяк по-своему — прохлаждаются…
        Они перешли в тень, присели на теплую землю с северной стороны кузницы."
55,"Вплотную придвинувшись к Давыдову, Шалый загудел, как шмель, запутавшийся в повители:
        — Хопрова с бабой убили?"
19,Рассказ появился в одном из эмигрантских периодических изданий около 1935 года и вошел в мой сборник «Соглядатай».
19,"Обстановка и тема этого рассказа перекликается со «Знаками и знаменьями», написанными десять лет спустя по-английски (см. The New Yorker, May 15, 1948, а также «Nabokov’s Dozen», Doubleday, 1958)."
19,"В. Н., «A Russian Beauty and Other Stories»
    [«Красавица»], 1973

Тяжелый дым был опубликован в «Последних новостях» 3 марта 1935 года и перепечатан в сборнике «Весна в Фиальте»."
19,"Английский перевод появился в журнале «Triquarterly» (№ 27, весна 1973)."
19,"Кое-где в него были добавлены короткие фразы для уточнения подробностей внешнего облика и места действия, неизвестных теперь не только читателям-иностранцам, но и нелюбознательным потомкам тех русских, что бежали в Западную Европу в течение первых трех-четырех лет после большевистской революции; в остальном перевод акробатически точен, начиная с заглавия («Torpid Smoke»), которое не вызывало бы знакомых ассоциаций при неуклюже-дословном воспроизведении названия «тяжелый дым» как «Heavy Smoke»."
19,"Рассказ принадлежит к той части моих коротких произведений, в которой описывается берлинская жизнь эмигрантов начиная с 1920 года и до конца тридцатых."
19,"Любителям выискивать пикантные биографические подробности сообщаю: мое главное наслаждение при сочинении этих рассказов состояло в выдумывании и безжалостном воображении череды самых разных изгнанников, совершенно ничем — ни характером, ни сословием, ни наружностью — не напоминавших никого из Набоковых."
29,Летели комья с копыт.
29,Блестела листва на березах.
29,Ветерок стал пахучий.
29,"Навстречу тянулись, пустые телеги с мужиками, с непроданной коровенкой, или хромой лошадью, привязанной к задку."
29,"Проплывал верстовой столб с орлом и цифирью: до Москвы 34 версты… Опять у дороги — плохонькие избенки, стоявшие, которая — бочком, которая — задом, и за седыми ветлами на кладбище — облупленный шатер церквенки."
33,"Я с бессознательной покорностью и поспешностью опустил шторы, за которыми продолжали все шире сверкать молнии, будто стараясь поглубже заглянуть в комнату, и все настойчивее катились сотрясающиеся гулы, повернул в прихожей дверной ключ, не понимая, зачем я все это делаю, и уже хотел было войти к ней с притворным смехом, перевести все в шутку или соврать, что у меня страшно разболелась голова, но она громко сказала из-за перегородки:

— Идите…

И я опять бессознательно повиновался, вошел за перегородку и увидел ее уже в постели: она лежала, натянув одеяло до подбородка, дико смотрела на меня совершенно почерневшими глазами и сжимала постукивающие зубы."
33,"И в беспамятстве растерянности и страсти я дернул одеяло из ее рук, раскрыв все ее тело в одной коротенькой заношенной сорочке."
33,"Она едва успела поймать голой рукой деревянную грушу над изголовьем и потушить свет…

Потом я стоял в темноте возле раскрытого окна, жадно курил, слушал шум отвесного ливня, низвергавшегося в черном мраке на мертвый город вместе с ярким и быстрым трепетом фиолетовых молний и дальними ударами грома, думал, вдыхал дождевую свежесть, смешанную с запахами города, накаленного за день: да, непонятное соединение — это жалкое захолустье и это божественно-грозное, грохочущее и слепящее в ливне величие, — и все больше дивился и ужасался: как же это я все-таки не понял до конца, с кем я имею дело, и почему она решилась продать за три рубля свою девственность!"
33,"Да, девственность!"
33,Она окликнула меня.
4,Но только вот в чем дело: как я вступлю в союз с землею навек?
4,"Я не целую землю, не взрезаю ей грудь; что ж мне мужиком сделаться аль пастушком?"
4,Я иду и не знаю: в вонь ли я попал и позор или в свет и радость.
4,"Вот ведь где беда, ибо всё на свете загадка!"
4,"И когда мне случалось погружаться в самый, в самый глубокий позор разврата (а мне только это и случалось), то я всегда это стихотворение о Церере и о человеке читал."
1,Пьер как бы вдруг очнулся к жизни после тяжелого обморока.
1,"Он выше поднял голову, глаза его засветились блеском жизни, и он быстрыми шагами пошел за девкой, обогнал ее и вышел на Поварскую."
1,Вся улица была застлана тучей черного дыма.
1,Языки пламени кое-где вырывались из этой тучи.
1,Народ большой толпой теснился перед пожаром.
49,"Нет, врет Клюка, не может быть!"
49,"Пошла, заглянула Анфиса в хоромы Громовых, и вот — Марья Кирилловна сама вынесла ей тот страшный, убойный, гибельный стафет."
49,"Заплакала Анфиса, и Марья Кирилловна заплакала, обнялись обе и поцеловались Поцелуй матери — радость и спасение, поцелуй Анфисиных горячих губ — гроб и ладан."
49,"И если б Марья Кирилловна имела дар сверхжизненного чувства-, услыхала бы Анфисин сотрясающий душу скрытый стон."
49,"Так вот почему ныло ее глупое бабье сердце, так вот каким обухом оглушила Анфису ее жестокая судьба."
58,"Изредка тучу разрезали молнии, и с грохотом вагонов все чаще и чаще смешивался грохот грома."
58,"Туча становилась ближе и ближе, косые капли дождя, гонимые ветром, стали пятнать площадку тормоза и пальто Нехлюдова."
58,"Он перешел на другую сторону и, вдыхая влажную свежесть и хлебный запах давно ждавшей дождя земли, смотрел на мимо бегущие сады, леса, желтеющие поля ржи, зеленые еще полосы овса и черные борозды темно-зеленого цветущего картофеля."
58,"Все как будто покрылось лаком: зеленое становилось зеленее, желтое – желтее, черное – чернее."
58,– Еще!
13,"— Вы ей не говорите, что я был у вас и зачем."
13,"Мы с ней еще, может, как раз и сомкнемся в делах-то, — сказал он, отплывая к двери."
13,"Он исчез легко и бесшумно, как дым."
13,"Его последние слова прозвучали очень неопределенно, можно было понять их как угрозу и как приятельское предупреждение."
13,"«Приятельское, — мысленно усмехнулся Клим, шагая по комнате и глядя на часы."
10,"Бунчук день проработал, обслуживая нужды суда, участвуя в облавах, а на следующий, уже не надеясь, забежал в ревком — и еще с лестницы услышал знакомый голос Анны."
10,"Кровь кинулась ему в сердце, когда он, замедляя шаг, вошел во вторую комнату, откуда слышались чьи-то голоса и смех Анны."
10,"В комнате, где в прежнее время помещалась комендантская, лохматился табачный дым."
10,"В углу за небольшим дамским столиком писал что-то человек в шинели без пуговиц, с развязанными наушниками солдатской папашки, кругом него толпились солдаты и штатские в полушубках и пальто."
10,"Они, разбившись на кучки, курили, разговаривали."
64,"– Посмотри, Сережа, рай-то, рай-то какой!"
64,"– воскликнула Катерина Львовна, смотря сквозь покрывающие ее густые ветви цветущей яблони на чистое голубое небо, на котором стоял полный погожий месяц."
64,"Лунный свет, пробиваясь сквозь листья и цветы яблони, самыми причудливыми, светлыми пятнышками разбегался по лицу и всей фигуре лежавшей навзничь Катерины Львовны; в воздухе стояло тихо; только легонький теплый ветерочек чуть пошевеливал сонные листья и разносил тонкий аромат цветущих трав и деревьев."
64,"Дышалось чем-то томящим, располагающим к лени, к неге и к темным желаниям."
64,"Катерина Львовна, не получая ответа, опять замолчала и все смотрела сквозь бледно-розовые цветы яблони на небо."
15,"Те давнишние, волшебные, которые он мне показывал, давно затерялись: пропала и его армия; провалилось все; провалилось, как проваливались сквозь слюду ледка мои заводные паровозы, когда, помнится, я пробовал пускать их через замерзшие лужи в саду висбаденского отеля, зимой 1904–1905 года."
15,"Обнаружить и проследить на протяжении своей жизни развитие таких тематических узоров и есть, думается мне, главная задача мемуариста."
15,"4

Ездили мы на разные воды, морские и минеральные, каждую осень, но никогда не оставались так долго – целый год – за границей, как тогда, и мне, шестилетнему, довелось впервые по-настоящему испытать древесным дымом отдающий восторг возвращения на родину – опять же, милость судьбы, одна из ряда прекрасных репетиций, заменивших представление, которое, по мне, может уже не состояться, хотя этого как будто и требует музыкальное разрешение жизни."
15,Итак переходим к лету 1905 года: мать с тремя детьми в петербургском имении; политические дела задерживают отца в столице.
15,"В один из коротких своих наездов к нам, в Выру, он заметил, что мы с братом читаем и пишем по-английски отлично, но русской азбуки не знаем (помнится, кроме таких слов, как «какао», я ничего по-русски не мог прочесть)."
65,"…из «Корана» Стерна… – Стерн Лоренс (1713–1768), английский писатель; имеется в виду его книга «Коран, или Жизнь и чувства Лаврентия Стерна» (рус. пер. Спб. 1809), в которой содержались рассуждения, изречения и краткие исторические анекдоты нравоучительного характера."
65,"205

«Хромой бес» Лесажа – роман французского писателя Алена Рене Лесажа (1668–1747)."
65,"206

Более роялист, чем сам король (фр.)



207

Поскорее возвращайтесь (фр.)



208

Успокойтесь (нем.)



209

Сумасшедший (нем.)



210

…в отечестве, «которого и дым нам сладок и приятен»… – Реминисценция из стихотворения Г. Р. Державина (1743–1816) «Арфа» (1798)."
65,"211

Скажите, кто тут?"
65,"(нем.)



212

…«полнощных стран краса и диво»… – слова из вступления к поэме А. С. Пушкина «Медный всадник» (1833)."
50,"– Гип, гип, ура!"
50,– закричал Остап.
50,"Козлевич открыл глушитель, и машина выпустила шлейф синего дыма, от которого зачихали бежавшие за автомобилем собаки."
50,– Как с бензином?
50,– спросил Остап.
1,"Пьер сунулся к флигелю, но жар был так силен, что он невольно описал дугу вокруг флигеля и очутился подле большого дома, который еще горел только с одной стороны с крыши и около которого кишела толпа французов."
1,"Пьер сначала не понял, что делали эти французы, таскавшие что-то; но, увидав перед собою француза, который бил тупым тесаком мужика, отнимая у него лисью шубу, Пьер понял смутно, что тут грабили, но ему некогда было останавливаться на этой мысли."
