TextID,Sentence
1,"Проехав в дыму по шестому корпусу, позади артиллерии, которая, выдвинутая вперед, стреляла, оглушая своими выстрелами, они приехали к небольшому лесу."
1,"Пушки с этой батареи беспрестанно одна за другой стреляли, оглушая своими звуками и застилая всю окрестность пороховым дымом."
1,"Перекатная пальба пушек и ружей усиливалась по всему полю, в особенности влево, там, где были флеши Багратиона, но из-за дыма выстрелов с того места, где был Пьер, нельзя было почти ничего видеть."
1,"Ряды пехотных солдат скрылись в дыму, послышался их протяжный крик и частая стрельба ружей."
1,"Но солнце, застилаемое дымом, стояло еще высоко, и впереди, и в особенности налево у Семеновского, кипело что-то в дыму, и гул выстрелов, стрельба и канонада не только не ослабевали, но усиливались до отчаянности, как человек, который, надрываясь, кричит из последних сил."
1,"Потом, когда дым застлал все поле, в этом дыму двинулись (со стороны французов) справа две дивизии, Дессе и Компана, на флеши, и слева полки вице-короля на Бородино."
1,"От Шевардинского редута, на котором стоял Наполеон, флеши находились на расстоянии версты, а Бородино более чем в двух верстах расстояния по прямой линии, и потому Наполеон не мог видеть того, что происходило там, тем более что дым, сливаясь с туманом, скрывал всю местность."
1,"Как скоро они спустились в овраг, дым выстрелов орудийных и ружейных на флешах стал так густ, что застлал весь подъем той стороны оврага."
1,"Сквозь дым мелькало там что-то черное – вероятно, люди, и иногда блеск штыков."
1,"Дым стлался перед флешами, и то казалось, что дым двигался, то казалось, что войска двигались."
1,"Наполеон, стоя на кургане, смотрел в трубу, и в маленький круг трубы он видел дым и людей, иногда своих, иногда русских; но где было то, что он видел, он не знал, когда смотрел опять простым глазом."
1,"Дивизия Фриана, так же как и другие, скрылась в дыму поля сражения."
1,"Наполеон выехал на высоту Семеновского и сквозь дым увидал ряды людей в мундирах цветов, непривычных для его глаз."
1,"Спереди и в особенности с правой стороны, в нерасходившемся дыму, бубухали пушки, и из таинственной области дыма, застилавшей всю местность впереди, не переставая, с шипящим быстрым свистом, вылетали ядра и медлительно свистевшие гранаты."
1,"Когда ранило и убивало людей, когда тянулись носилки, когда наши возвращались назад, когда виднелись сквозь дым большие массы неприятелей, никто не обращал никакого внимания на эти обстоятельства."
1,"Он ходил по лугу, волоча ноги, шаршавя траву и наблюдая пыль, которая покрывала его сапоги; то он шагал большими шагами, стараясь попадать в следы, оставленные косцами по лугу, то он, считая свои шаги, делал расчеты, сколько раз он должен пройти от межи до межи, чтобы сделать версту, то ошмурыгивал цветки полыни, растущие на меже, и растирал эти цветки в ладонях и принюхивался к душисто-горькому, крепкому запаху."
1,"В одно и то же время послышался взрыв, свист осколков как бы разбитой рамы, душный запах пороха – и князь Андрей рванулся в сторону и, подняв кверху руку, упал на грудь."
1,"Над всем полем, прежде столь весело-красивым, с его блестками штыков и дымами в утреннем солнце, стояла теперь мгла сырости и дыма и пахло странной кислотой селитры и крови."
1,Приятный запах съестного и жирного яства слился с запахом дыма.
1,"По всему двору был разлит мирный, радостный для Пьера в эту минуту, крепкий запах постоялого двора, запах сена, навоза и дегтя."
1,"Не так, как в живых ульях, летают пчелы, не тот запах, не тот звук поражают пчеловода."
1,"Из летка не пахнет, как прежде, спиртовым, душистым запахом меда и яда, не несет оттуда теплом полноты, а с запахом меда сливается запах пустоты и гнили."
1,"Вместе с этим звуком раздался человеческий одинокий крик в воротах, и из-за дыма появилась фигура человека без шапки, в кафтане."
1,Дым опять закрыл ворота.
1,"В то время как Пьер схватил и приподнял пистолет, Макар Алексеич попал, наконец, пальцем на спуск, и раздался оглушивший и обдавший всех пороховым дымом выстрел."
1,"Доктор и камердинер подняли шинель, которою он был накрыт, и, морщась от тяжкого запаха гнилого мяса, распространявшегося от раны, стали рассматривать это страшное место."
1,В воздухе пахло гарью и дымом.
1,"По мере того как Пьер приближался к Поварской, дым становился сильнее и сильнее, становилось даже тепло от огня пожара."
1,Вся улица была застлана тучей черного дыма.
1,"Звук треска и гула заваливающихся стен и потолков, свиста и шипенья пламени и оживленных криков народа, вид колеблющихся, то насупливающихся густых черных, то взмывающих светлеющих облаков дыма с блестками искр и где сплошного, сноповидного, красного, где чешуйчато-золотого, перебирающегося по стенам пламени, ощущение жара и дыма и быстроты движения произвели на Пьера свое обычное возбуждающее действие пожаров."
1,"Как только вошел Николай в своей гусарской форме, распространяя вокруг себя запах духов и вина, и сам сказал и слышал несколько раз сказанные ему слова: vaut mieux tard que jamais, его обступили; все взгляды обратились на него, и он сразу почувствовал, что вступил в подобающее ему в губернии и всегда приятное, но теперь, после долгого лишения, опьянившее его удовольствием положение всеобщего любимца."
1,"Переменяя бойко положение ног в натянутых рейтузах, распространяя от себя запах духов и любуясь и своей дамой, и собою, и красивыми формами своих ног под натянутыми кичкирами, Николай говорил блондинке, что он хочет здесь, в Воронеже, похитить одну даму."
1,"Проходя по улицам, Пьер задыхался от дыма, который, казалось, стоял над всем городом."
1,"Дым не стлался низом, как в тот день, когда Пьера вывели из гауптвахты Зубовского вала; дым поднимался столбами в чистом воздухе."
1,"Был дым, и французы с бледными лицами и дрожащими руками что-то делали у ямы."
1,"Пьер хотел не смотреть и опять отвернулся; но опять как будто ужасный взрыв поразил его слух, и вместе с этими звуками он увидал дым, чью-то кровь и бледные испуганные лица французов, опять что-то делавших у столба, дрожащими руками толкая друг друга."
1,"Рядом с ним сидел, согнувшись, какой-то маленький человек, присутствие которого Пьер заметил сначала по крепкому запаху пота, который отделялся от него при всяком его движении."
1,"Пьеру чувствовалось что-то приятное, успокоительное и круглое в этих спорых движениях, в этом благоустроенном в углу его хозяйстве, в запахе даже этого человека, и он, не спуская глаз, смотрел на него."
1,"Пьер не ел целый день, и запах картофеля показался ему необыкновенно приятным."
1,"Его слова и действия выливались из него так же равномерно, необходимо и непосредственно, как запах отделяется от цветка."
1,А то гвардия и дыма не увидит.
1,"В полутьме виднелись лошади в седлах, казаки, гусары, прилаживавшие шалашики на поляне и (чтобы не видели дыма французы) разводившие красневший огонь в лесном овраге."
1,"Подъезжая к воротам, Петя в пороховом дыму увидал Долохова с бледным, зеленоватым лицом, кричавшего что-то людям."
1,"– закричал Петя и, не медля ни одной минуты, поскакал к тому месту, откуда слышались выстрелы и где гуще был пороховой дым."
1,"И подходя к нему и слушая те тихие стоны, с которыми Каратаев обыкновенно на привалах ложился, и чувствуя усилившийся теперь запах, который издавал от себя Каратаев, Пьер отходил от него подальше и не думал о нем.

В плену, в балагане, Пьер узнал не умом, а всем существом своим, жизнью, что человек сотворен для счастья, что счастье в нем самом, в удовлетворении естественных человеческих потребностей, и что все несчастье происходит не от недостатка, а от излишка; но теперь, в эти последние три недели похода, он узнал еще новую, утешительную истину – он узнал, что на свете нет ничего страшного."
1,"(Лошадиное мясо было вкусно и питательно, селитренный букет пороха, употребляемого вместо соли, был даже приятен, холода большого не было, и днем на ходу всегда бывало жарко, а ночью были костры; вши, евшие тело, приятно согревали.)"
1,"Неси дров-то, – кричал один краснорожий рыжий солдат, щурившийся и мигавший от дыма, но не отодвигавшийся от огня."
1,"Поэт любуется пчелой, впивающейся в чашечку цветка, и говорит, цель пчелы состоит во впивании в себя аромата цветов."
1,"Она не понимала, отчего он так радостно, переходя от окна к балкону, улыбался под усами и подмигивал, когда на засыхающие всходы овса выпадал теплый частый дождик, или отчего, когда в покос или уборку угрожающая туча уносилась ветром, он, красный, загорелый и в поту, с запахом полыни и горчавки в волосах, приходя с гумна, радостно потирая руки, говорил: «Ну еще денек, и мое и крестьянское все будет в гумне»."
1,"Тот же, который объяснял движение паровоза относимым назад дымом, заметив, что объяснение о колесах не дает причины, взял первый попавшийся признак и, с своей стороны, выдал его за причину."
1,"Одни видят в нем силу, непосредственно присущую героям, – как мужик черта в паровозе; другие – силу, производную из других некоторых сил, – как движение колес; третьи – умственное влияние, – как относимый дым."
2,"Девочка, любимица отца, вбежала смело, обняла его и, смеясь, повисла у него на шее, как всегда, радуясь на знакомый запах духов, распространявшийся от его бакенбард."
2,"Спириты же, напротив, начали с того, что столики им пишут и духи к ним приходят, а потом уже стали говорить, что это есть сила неизвестная."
2,"Штатский старичок, оправлявший свои седые височки у другого зеркала и изливавший от себя запах духов, столкнулся с ними на лестнице и посторонился, видимо любуясь незнакомою ему Кити."
2,"Дверь двенадцатого нумера была полуотворена, и оттуда, в полосе света, выходил густой дым дурного и слабого табаку и слышался незнакомый Левину голос; но Левин тотчас же узнал, что брат тут; он услыхал его покашливанье."
2,"Старая Ласка, еще не совсем переварившая радость его приезда и бегавшая, чтобы полаять на дворе, вернулась, махая хвостом и внося с собой запах воздуха, подошла к нему, подсунула голову под его руку, жалобно подвизгивая и требуя, чтоб он поласкал ее."
2,"Уже пред самым отъездом приехал опоздавший Степан Аркадьич, с красным, веселым лицом и запахом вина и сигары."
2,"Мерно покачиваясь на иноходи доброго конька, впивая теплый со свежестью запах снега и воздуха при проезде через лес по оставшемуся кое-где праховому, осовывавшемуся снегу с расплывшими следами, он радовался на каждое свое дерево с оживавшим на коре его мохом и с напухшими почками."
2,"– крикнул Степан Аркадьич, которому из-за дыму не видно было."
2,"Она была похожа на прекрасный, хотя еще и полный лепестков, но уже отцветший, без запаха цветок."
2,"Но Константину Левину скучно было сидеть и слушать его, особенно потому, что он знал, что без него возят навоз на неразлешенное поле и навалят бог знает как, если не посмотреть; и резцы в плугах не завинтят, а поснимают и потом скажут, что плуги выдумка пустая и то ли дело соха Андреевна, и т. п.

– Да будет тебе ходить по жаре."
2,Запах брильянтина от его усов казался ему особенно приятным на этом свежем воздухе.
2,"Стада улучшенных коров, таких же, как Пава, вся удобренная, вспаханная плугами земля, девять равных полей, обсаженных лозинами, девяносто десятин глубоко запаханного навоза, рядовые сеялки и т. п. – все это было прекрасно, если б это делалось только им самим или им с товарищами, людьми, сочувствующими ему."
2,"Но когда Левин внушал ему будущие выгоды, на лице Ивана выражалась тревога и сожаление, что он не может всего дослушать, и он поспешно находил себе какое-нибудь не терпящее отлагательства дело: – или брался за вилы докидывать сено из денника, или наливать воду, или подчищать навоз."
2,– Я вам советую букеты брать у Фомина.
2,"– Если вы любите свое чадо, то вы, как добрый отец, не одного богатства, роскоши, почести будете желать своему детищу; вы будете желать его спасения, его духовного просвещения светом истины."
2,"– «Господь и бог наш Иисус Христос, благодатию и щедротами своего человеколюбия, да простит ти чадо…» – И, окончив разрешительную молитву, священник благословил и отпустил его."
2,"Гостиница эта уже пришла в это состояние; и солдат в грязном мундире, курящий папироску у входа, долженствовавший изображать швейцара, и чугунная, сквозная, мрачная и неприятная лестница, и развязный половой в грязном фраке, и общая зала с пыльным восковым букетом цветов, украшающим стол, и грязь, пыль и неряшество везде, и вместе какая-то новая современно железнодорожная самодовольная озабоченность этой гостиницы – произвели на Левиных после их молодой жизни самое тяжелое чувство, в особенности тем, что фальшивое впечатление, производимое гостиницей, никак не мирилось с тем, что ожидало их."
2,"В маленьком грязном нумере, заплеванном по раскрашенным панно стен, за тонкою перегородкой которого слышался говор, в пропитанном удушливым запахом нечистот воздухе, на отодвинутой от стены кровати лежало покрытое одеялом тело."
2,"Он слышал ужасный запах, видел грязь, беспорядок и мучительное положение и стоны и чувствовал, что помочь этому нельзя."
2,"Тяжелый запах заменился запахом уксуса с духами, который, выставив губы и раздув румяные щеки, Кити прыскала в трубочку."
2,"Все лицо ее будет видно, она улыбнется, обнимет его, он услышит ее запах, почувствует нежность ее руки и заплачет счастливо, как он раз вечером лег ей в ноги и она щекотала его, а он хохотал и кусал ее белую с кольцами руку."
